Date,Device_ID,Device_type,Device,Site,Ambient,Class,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Live_mass,Body_length,Body_width,Count
2023-08-26,AMMOD1_0114,AMMOD,AMMOD1,Site1,Maize,Arachnida,Opiliones,Palpatores,#child.Palpatores,Phalangioidea,Phalangiidae,Phalangiinae,Phalangium,opilio,24.274390243902445,4.291219512195122,2.517317073170732,763
2023-08-26,AMMOD1_0115,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,reversio,13.525750000000013,5.991083333333332,2.2562500000000005,696
2023-08-26,AMMOD1_0116,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,#child.Fanniidae,Fannia,canicularis,6.208333333333333,3.9266666666666663,1.413333333333333,201
2023-08-26,AMMOD1_0117,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Campopleginae,Diadegma,semiclausum,5.311379310344828,5.228275862068966,1.1537931034482758,82
2023-08-26,AMMOD1_0118,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,funebris,8.696344827586204,5.522551724137931,1.7546666666666675,161
2023-08-26,AMMOD1_0119,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Pipunculidae,Pipunculinae,Eudorylas,zermattensis,1.6675,3.1899999999999995,1.1375,2
2023-08-26,AMMOD1_0120,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Ravinia,pernix,8.696344827586204,5.522551724137931,1.7546666666666675,117
2023-08-26,AMMOD1_0121,AMMOD,AMMOD1,Site1,Maize,Insecta,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Aphidinae,Rhopalosiphum,padi,2.648,2.9159999999999995,1.342,3
2023-08-26,AMMOD1_0122,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Braconidae,Aphidiinae,Praon,gallicum,2.5116216216216225,3.7481081081081076,1.0197297297297299,9
2023-08-26,AMMOD1_0123,AMMOD,AMMOD1,Site1,Maize,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Erebidae,Hypeninae,Coenipeta,medina,1.95,3.9666666666666663,1.0333333333333334,23
2023-08-26,AMMOD1_0124,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Proctotrupomorpha,Proctotrupoidea,Proctotrupidae,Proctotrupinae,Proctotrupes,bistriatus,2.6033333333333335,5.04,1.1933333333333334,28
2023-08-26,AMMOD1_0125,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Pimplinae,Clistopyga,incitator,5.311379310344828,5.228275862068966,1.1537931034482758,6
2023-08-26,AMMOD1_0126,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Epidapus,absconditus,3.12,4.300000000000001,1.165,1
2023-08-27,AMMOD1_0127,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Peyerimhoffia,vagabunda,3.12,4.300000000000001,1.165,13
2023-08-27,AMMOD1_0128,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,426
2023-08-27,AMMOD1_0129,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,3
2023-08-27,AMMOD1_0130,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,893
2023-08-27,AMMOD1_0131,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,evecta,13.525750000000013,5.991083333333332,2.2562500000000005,24
2023-08-27,AMMOD1_0132,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,subobscura,8.696344827586204,5.522551724137931,1.7546666666666675,21
2023-08-27,AMMOD1_0133,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,#child.Anthomyiidae,Phorbia,fumigata,4.8100000000000005,4.535,1.6749999999999998,167
2023-08-27,AMMOD1_0134,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,2857
2023-08-27,AMMOD1_0135,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,variegata,8.696344827586204,5.522551724137931,1.7546666666666675,261
2023-08-27,AMMOD1_0136,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,#child.Fanniidae,Fannia,latipalpis,6.208333333333333,3.9266666666666663,1.413333333333333,2447
2023-08-27,AMMOD1_0137,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,#child.Fanniidae,Fannia,canicularis,6.208333333333333,3.9266666666666663,1.413333333333333,82
2023-08-27,AMMOD1_0138,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Phaonia,rufipalpis,13.525750000000013,5.991083333333332,2.2562500000000005,459
2023-08-27,AMMOD1_0139,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Scaptomyza,pallida,8.696344827586204,5.522551724137931,1.7546666666666675,3
2023-08-27,AMMOD1_0140,AMMOD,AMMOD1,Site1,Maize,Insecta,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Aleocharinae,Acrotona,orbata,22.330000000000005,10.233272727272729,2.0220000000000002,22
2023-08-28,AMMOD1_0141,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,39
2023-08-28,AMMOD1_0142,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Peyerimhoffia,vagabunda,3.12,4.300000000000001,1.165,1790
2023-08-28,AMMOD1_0143,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,127
2023-08-28,AMMOD1_0144,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Botanophila,fugax,4.8100000000000005,4.535,1.6749999999999998,1
2023-08-28,AMMOD1_0145,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,2
2023-08-28,AMMOD1_0146,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,1006
2023-08-28,AMMOD1_0147,AMMOD,AMMOD1,Site1,Maize,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Phlogophora,meticulosa,1.95,3.9666666666666663,1.0333333333333334,1
2023-08-28,AMMOD1_0148,AMMOD,AMMOD1,Site1,Maize,Arachnida,Opiliones,Palpatores,#child.Palpatores,Phalangioidea,Phalangiidae,Phalangiinae,Phalangium,opilio,24.274390243902445,4.291219512195122,2.517317073170732,64
2023-08-28,AMMOD1_0149,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophila,caudata,1.8561538461538463,3.6023076923076927,0.9615384615384617,15
2023-08-28,AMMOD1_0150,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophila,lunata,1.8561538461538463,3.6023076923076927,0.9615384615384617,33
2023-08-28,AMMOD1_0151,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Scaptomyza,graminum,8.696344827586204,5.522551724137931,1.7546666666666675,8
2023-08-28,AMMOD1_0152,AMMOD,AMMOD1,Site1,Maize,Insecta,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Entiminae,Naupactus,cervinus,2.59962962962963,3.2672222222222227,1.1698148148148149,2
2023-08-28,AMMOD1_0153,AMMOD,AMMOD1,Site1,Maize,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Erebidae,Hypeninae,Coenipeta,medina,1.95,3.9666666666666663,1.0333333333333334,2
2023-08-29,AMMOD1_0154,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,156
2023-08-29,AMMOD1_0155,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Peyerimhoffia,vagabunda,3.12,4.300000000000001,1.165,5347
2023-08-29,AMMOD1_0156,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,1507
2023-08-29,AMMOD1_0157,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Schwenckfeldina,carbonaria,3.12,4.300000000000001,1.165,4
2023-08-29,AMMOD1_0158,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,subobscura,8.696344827586204,5.522551724137931,1.7546666666666675,405
2023-08-29,AMMOD1_0159,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,111
2023-08-29,AMMOD1_0160,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Hylemya,partita,4.8100000000000005,4.535,1.6749999999999998,1
2023-08-29,AMMOD1_0161,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Scaptomyza,pallida,8.696344827586204,5.522551724137931,1.7546666666666675,28
2023-08-29,AMMOD1_0162,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Anisopodoidea,Anisopodoidea,Anisopodidae,Anisopodinae,Sylvicola,cinctus,7.582499999999999,5.904,1.128,10
2023-08-29,AMMOD1_0163,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophila,lunata,1.8561538461538463,3.6023076923076927,0.9615384615384617,12
2023-08-29,AMMOD1_0164,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,Dolichopus,nubilus,3.9976666666666674,3.9993333333333334,1.274,5
2023-08-29,AMMOD1_0165,AMMOD,AMMOD1,Site1,Maize,Insecta,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Leiodidae,Cholevinae,Sciodrepoides,watsoni,1.908181818181818,2.6868181818181816,1.3063636363636362,2
2023-08-30,AMMOD1_0167,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,65
2023-08-30,AMMOD1_0168,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Bibionoidea,Bibionidae,Bibioninae,Dilophus,febrilis,1.8561538461538463,3.6023076923076927,0.9615384615384617,544
2023-08-30,AMMOD1_0169,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,Vespula,germanica,71.46,13.613333333333335,4.026666666666666,502
2023-08-30,AMMOD1_0170,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Peyerimhoffia,vagabunda,3.12,4.300000000000001,1.165,494
2023-08-30,AMMOD1_0171,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,552
2023-08-30,AMMOD1_0172,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Schwenckfeldina,carbonaria,3.12,4.300000000000001,1.165,143
2023-08-30,AMMOD1_0173,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Medeterinae,Medetera,jacula,3.9976666666666674,3.9993333333333334,1.274,35
2023-08-30,AMMOD1_0174,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,277
2023-08-30,AMMOD1_0175,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,1234
2023-08-30,AMMOD1_0176,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,995
2023-08-30,AMMOD1_0177,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025,35
2023-08-30,AMMOD1_0178,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,4104
2023-08-30,AMMOD1_0179,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Sphaeroceridae,Limosininae,Opacifrons,coxata,8.696344827586204,5.522551724137931,1.7546666666666675,426
2023-08-30,AMMOD1_0180,AMMOD,AMMOD1,Site1,Maize,Insecta,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Aleocharinae,Acrotona,orbata,22.330000000000005,10.233272727272729,2.0220000000000002,3
2023-08-30,AMMOD1_0181,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Campopleginae,Meloboris,collector,5.311379310344828,5.228275862068966,1.1537931034482758,95
2023-08-30,AMMOD1_0182,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,Notiphila,cinerea,8.696344827586204,5.522551724137931,1.7546666666666675,162
2023-08-30,AMMOD1_0183,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,albicans,1.2314285714285715,2.912857142857143,0.89,20
2023-08-30,AMMOD1_0184,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Hybotidae,Tachydromiinae,Platypalpus,interstinctus,5.423030303030302,4.323939393939395,1.3303030303030303,3
2023-08-30,AMMOD1_0185,AMMOD,AMMOD1,Site1,Maize,Arachnida,Araneae,Opisthothelae,Araneomorphae,Araneoidea,Linyphiidae,Linyphiinae,Porrhomma,microphthalmum,1.8317105263157896,2.26736842105263,0.9770394736842106,4
2023-08-30,AMMOD1_0186,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Aculeata,Apoidea,Apidae,Apinae,Apis,mellifera,64.4823076923077,8.925897435897436,3.27948717948718,9
2023-08-30,AMMOD1_0187,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophila,caudata,1.8561538461538463,3.6023076923076927,0.9615384615384617,25
2023-08-30,AMMOD1_0188,AMMOD,AMMOD1,Site1,Maize,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Erebidae,Hypeninae,Coenipeta,medina,1.95,3.9666666666666663,1.0333333333333334,10
2023-08-30,AMMOD1_0189,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Aculeata,Apoidea,Crabronidae,Mellininae,Mellinus,arvensis,64.4823076923077,8.925897435897436,3.27948717948718,13
2023-08-30,AMMOD1_0190,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Polietes,lardarius,13.525750000000013,5.991083333333332,2.2562500000000005,4
2023-08-30,AMMOD1_0191,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Proctotrupomorpha,Diaprioidea,Diapriidae,Diapriinae,Trichopria,suspecta,0.13,1.83,0.435,1
2023-08-31,AMMOD1_0192,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Siphona,geniculata,8.696344827586204,5.522551724137931,1.7546666666666675,1703
2023-08-31,AMMOD1_0193,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,Vespula,germanica,71.46,13.613333333333335,4.026666666666666,460
2023-08-31,AMMOD1_0194,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,54
2023-08-31,AMMOD1_0195,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Tipulinae,Tipula,paludosa,25.121999999999996,12.984,1.698,6
2023-08-31,AMMOD1_0196,AMMOD,AMMOD1,Site1,Maize,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Noctua,pronuba,1.95,3.9666666666666663,1.0333333333333334,230
2023-08-31,AMMOD1_0197,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Phaonia,tuguriorum,13.525750000000013,5.991083333333332,2.2562500000000005,417
2023-08-31,AMMOD1_0198,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Medeterinae,Medetera,jacula,3.9976666666666674,3.9993333333333334,1.274,12
2023-08-31,AMMOD1_0199,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,668
2023-08-31,AMMOD1_0200,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,4
2023-08-31,AMMOD1_0201,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,2432
2023-08-31,AMMOD1_0202,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025,4
2023-08-31,AMMOD1_0203,AMMOD,AMMOD1,Site1,Maize,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Plusiinae,Autographa,gamma,1.95,3.9666666666666663,1.0333333333333334,150
2023-08-31,AMMOD1_0204,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,lasiophthalma,13.525750000000013,5.991083333333332,2.2562500000000005,27
2023-08-31,AMMOD1_0205,AMMOD,AMMOD1,Site1,Maize,Insecta,Coleoptera,Adephaga,Geadephaga,Caraboidea,Carabidae,Platyninae,Calathus,fuscipes,185.01216216216224,15.843693693693686,5.774954954954958,57
2023-08-31,AMMOD1_0206,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,817
2023-08-31,AMMOD1_0207,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Polleniidae,#child.Polleniidae,Pollenia,rudis,8.696344827586204,5.522551724137931,1.7546666666666675,3
2023-08-31,AMMOD1_0208,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Limnophorini (Tribu),Limnophora,triangula,13.525750000000013,5.991083333333332,2.2562500000000005,130
2023-08-31,AMMOD1_0209,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Sphaeroceridae,Limosininae,Opacifrons,coxata,8.696344827586204,5.522551724137931,1.7546666666666675,999
2023-08-31,AMMOD1_0210,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,7
2023-08-31,AMMOD1_0211,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Lydella,grisescens,8.696344827586204,5.522551724137931,1.7546666666666675,28
2023-08-31,AMMOD1_0212,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Phaonia,trimaculata,13.525750000000013,5.991083333333332,2.2562500000000005,26
2023-08-31,AMMOD1_0213,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Hybotidae,Tachydromiinae,Platypalpus,interstinctus,5.423030303030302,4.323939393939395,1.3303030303030303,11
2023-08-31,AMMOD1_0214,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Sphaeroceridae,Limosininae,Pullimosina,heteroneura,8.696344827586204,5.522551724137931,1.7546666666666675,5
2023-08-31,AMMOD1_0215,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Lonchopteridae,#child.Lonchopteridae,Lonchoptera,bifurcata,0.8860000000000001,2.662,0.7869999999999999,43
2023-08-31,AMMOD1_0216,AMMOD,AMMOD1,Site1,Maize,Insecta,Orthoptera,Caelifera,Acrididea,Acridoidea,Acrididae,Gomphocerinae,Chorthippus,dorsatus,114.27214285714287,17.234285714285715,3.2835714285714284,8
2023-08-31,AMMOD1_0217,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,Micromorphus,albipes,3.9976666666666674,3.9993333333333334,1.274,22
2023-09-01,AMMOD1_0219,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Ceratopogonidae,Forcipomyiinae,Forcipomyia,bipunctata,0.9550000000000001,3.165,0.7849999999999999,959
2023-09-01,AMMOD1_0220,AMMOD,AMMOD1,Site1,Maize,Insecta,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,Vespula,germanica,71.46,13.613333333333335,4.026666666666666,431
2023-09-01,AMMOD1_0221,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,67
2023-09-01,AMMOD1_0222,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Phaonia,tuguriorum,13.525750000000013,5.991083333333332,2.2562500000000005,3082
2023-09-01,AMMOD1_0223,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,428
2023-09-01,AMMOD1_0224,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,480
2023-09-01,AMMOD1_0225,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,subobscura,8.696344827586204,5.522551724137931,1.7546666666666675,16
2023-09-01,AMMOD1_0226,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,lasiophthalma,13.525750000000013,5.991083333333332,2.2562500000000005,2967
2023-09-01,AMMOD1_0227,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,669
2023-09-01,AMMOD1_0228,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Coenosia,testacea,13.525750000000013,5.991083333333332,2.2562500000000005,396
2023-09-01,AMMOD1_0229,AMMOD,AMMOD1,Site1,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Rhaphiinae,Rhaphium,micans,3.9976666666666674,3.9993333333333334,1.274,1444
